# step time_phys step_time_s gmres_time_s cfl umax
96 0.000960000 0.002310147 0.002313521 0.002417 1.177232e-03
97 0.000970000 0.002307980 0.002312657 0.002417 1.188101e-03
98 0.000980000 0.002313270 0.002311865 0.002417 1.198947e-03
99 0.000990000 0.002315951 0.002311114 0.002417 1.209769e-03
100 0.001000000 0.006508667 0.002310757 0.002417 1.220568e-03
101 0.001010000 0.002374769 0.002310573 0.002417 1.231344e-03
102 0.001020000 0.002363166 0.002309955 0.002417 1.242097e-03
103 0.001030000 0.002310728 0.002309199 0.002417 1.252826e-03
104 0.001040000 0.002322381 0.002308564 0.002417 1.263533e-03
105 0.001050000 0.002407314 0.002308629 0.002417 1.274217e-03
106 0.001060000 0.002311692 0.002307914 0.002417 1.284877e-03
107 0.001070000 0.002483223 0.002308798 0.002417 1.295515e-03
108 0.001080000 0.002312833 0.002308107 0.002417 1.306131e-03
109 0.001090000 0.002310072 0.002307404 0.002417 1.316723e-03
110 0.001100000 0.002319500 0.002306798 0.002417 1.327293e-03
111 0.001110000 0.002310381 0.002306121 0.002417 1.337840e-03
112 0.001120000 0.002311870 0.002305467 0.002417 1.348365e-03
113 0.001130000 0.002313878 0.002304845 0.002417 1.358868e-03
114 0.001140000 0.002314406 0.002304239 0.002417 1.369348e-03
115 0.001150000 0.002313107 0.002303631 0.002417 1.379805e-03
116 0.001160000 0.002321964 0.002303108 0.002417 1.390241e-03
117 0.001170000 0.002355129 0.002302514 0.002417 1.400654e-03
118 0.001180000 0.002309892 0.002301909 0.002417 1.411045e-03
119 0.001190000 0.002314275 0.002301311 0.002417 1.421415e-03
120 0.001200000 0.002310445 0.002300731 0.002417 1.431762e-03
121 0.001210000 0.002322235 0.002300200 0.002417 1.442087e-03
122 0.001220000 0.002528931 0.002301249 0.002417 1.452391e-03
123 0.001230000 0.002394822 0.002301362 0.002417 1.462672e-03
124 0.001240000 0.002400270 0.002301519 0.002417 1.472932e-03
125 0.001250000 0.006488074 0.002301487 0.002417 1.483170e-03
126 0.001260000 0.002455026 0.002302066 0.002417 1.493387e-03
127 0.001270000 0.002357007 0.002301688 0.002417 1.503582e-03
128 0.001280000 0.002397151 0.002301812 0.002417 1.513755e-03
129 0.001290000 0.002454418 0.002302363 0.002417 1.523908e-03
130 0.001300000 0.002433846 0.002302760 0.002417 1.534038e-03
131 0.001310000 0.002387939 0.002302804 0.002417 1.544148e-03
132 0.001320000 0.002354801 0.002302250 0.002417 1.554236e-03
133 0.001330000 0.002315556 0.002301758 0.002417 1.564303e-03
134 0.001340000 0.002349524 0.002301521 0.002417 1.574349e-03
135 0.001350000 0.002310778 0.002301006 0.002417 1.584374e-03
136 0.001360000 0.002310356 0.002300495 0.002417 1.594378e-03
137 0.001370000 0.002310650 0.002299993 0.002417 1.604361e-03
138 0.001380000 0.002312477 0.002299494 0.002417 1.614323e-03
139 0.001390000 0.002318230 0.002299060 0.002417 1.624264e-03
140 0.001400000 0.002394926 0.002299156 0.002417 1.634185e-03
141 0.001410000 0.002544329 0.002299863 0.002417 1.644084e-03
142 0.001420000 0.002387111 0.002299906 0.002417 1.653963e-03
143 0.001430000 0.002402132 0.002300041 0.002417 1.663822e-03
144 0.001440000 0.002790323 0.002302848 0.002417 1.673660e-03
145 0.001450000 0.003133012 0.002307528 0.002417 1.683478e-03
146 0.001460000 0.003603589 0.002314924 0.002417 1.693275e-03
147 0.001470000 0.002483924 0.002315357 0.002417 1.703052e-03
148 0.001480000 0.002436112 0.002315490 0.002417 1.712808e-03
149 0.001490000 0.002675323 0.002317157 0.002417 1.722544e-03
150 0.001500000 0.006537198 0.002317922 0.002417 1.732260e-03
151 0.001510000 0.002389903 0.002317872 0.002417 1.741956e-03
152 0.001520000 0.002399611 0.002317883 0.002417 1.751632e-03
153 0.001530000 0.002315791 0.002317354 0.002417 1.761288e-03
154 0.001540000 0.002309424 0.002316790 0.002417 1.770924e-03
155 0.001550000 0.002350741 0.002316498 0.002417 1.780540e-03
156 0.001560000 0.002362532 0.002316283 0.002417 1.790136e-03
157 0.001570000 0.002563066 0.002317336 0.002417 1.799713e-03
158 0.001580000 0.002668286 0.002319035 0.002417 1.809269e-03
159 0.001590000 0.003163800 0.002323664 0.002417 1.818806e-03
160 0.001600000 0.002474774 0.002324081 0.002417 1.828324e-03
161 0.001610000 0.002467899 0.002324350 0.002417 1.837822e-03
162 0.001620000 0.002495393 0.002324430 0.002417 1.847300e-03
163 0.001630000 0.002587661 0.002325319 0.002417 1.856759e-03
164 0.001640000 0.002506773 0.002325935 0.002417 1.866198e-03
165 0.001650000 0.002543507 0.002326759 0.002417 1.875618e-03
166 0.001660000 0.002702757 0.002328526 0.002417 1.885019e-03
167 0.001670000 0.002474590 0.002328911 0.002417 1.894401e-03
168 0.001680000 0.002470773 0.002329111 0.002417 1.903763e-03
169 0.001690000 0.002440135 0.002329293 0.002417 1.913107e-03
170 0.001700000 0.002518651 0.002329929 0.002417 1.922431e-03
171 0.001710000 0.002459905 0.002330210 0.002417 1.931736e-03
172 0.001720000 0.002504595 0.002330747 0.002417 1.941022e-03
173 0.001730000 0.002412756 0.002330751 0.002417 1.950290e-03
174 0.001740000 0.002423206 0.002330815 0.002417 1.959538e-03
175 0.001750000 0.006342101 0.002330818 0.002417 1.968768e-03
176 0.001760000 0.002493135 0.002331242 0.002417 1.977979e-03
177 0.001770000 0.002632496 0.002332176 0.002417 1.987171e-03
178 0.001780000 0.002732154 0.002333718 0.002417 1.996345e-03
179 0.001790000 0.002420316 0.002333689 0.002417 2.005500e-03
180 0.001800000 0.002469718 0.002333982 0.002417 2.014636e-03
181 0.001810000 0.002376712 0.002333760 0.002417 2.023754e-03
182 0.001820000 0.002419297 0.002333782 0.002417 2.032854e-03
183 0.001830000 0.002376071 0.002333568 0.002417 2.041935e-03
184 0.001840000 0.002381835 0.002333383 0.002417 2.050998e-03
185 0.001850000 0.002413656 0.002333369 0.002417 2.060042e-03
186 0.001860000 0.002372626 0.002333139 0.002417 2.069068e-03
187 0.001870000 0.002396396 0.002333031 0.002417 2.078076e-03
188 0.001880000 0.002381846 0.002332848 0.002417 2.087066e-03
189 0.001890000 0.002379673 0.002332659 0.002417 2.096038e-03
190 0.001900000 0.002429593 0.002332730 0.002417 2.104992e-03
191 0.001910000 0.002445893 0.002332887 0.002417 2.113928e-03
192 0.001920000 0.002370901 0.002332661 0.002417 2.122846e-03
193 0.001930000 0.002366631 0.002332417 0.002417 2.131746e-03
194 0.001940000 0.002366965 0.002332177 0.002417 2.140628e-03
195 0.001950000 0.002370650 0.002331959 0.002417 2.149492e-03
196 0.001960000 0.002380913 0.002331778 0.002417 2.158339e-03
197 0.001970000 0.002397556 0.002331694 0.002417 2.167168e-03
198 0.001980000 0.002411387 0.002331681 0.002417 2.175980e-03
199 0.001990000 0.002366475 0.002331448 0.002417 2.184773e-03
200 0.002000000 0.007464411 0.002331374 0.002417 2.193550e-03
201 0.002010000 0.002482413 0.002331714 0.002417 2.202308e-03
202 0.002020000 0.002405438 0.002331558 0.002417 2.211050e-03
203 0.002030000 0.002388170 0.002331433 0.002417 2.219774e-03
204 0.002040000 0.002523608 0.002331965 0.002417 2.228480e-03
205 0.002050000 0.002468899 0.002332227 0.002417 2.237169e-03
206 0.002060000 0.002371973 0.002332025 0.002417 2.245841e-03
207 0.002070000 0.002373189 0.002331816 0.002417 2.254496e-03
208 0.002080000 0.002380945 0.002331612 0.002417 2.263134e-03
209 0.002090000 0.002414742 0.002331610 0.002417 2.271754e-03
210 0.002100000 0.002371733 0.002331408 0.002417 2.280358e-03
211 0.002110000 0.002366238 0.002331188 0.002417 2.288944e-03
212 0.002120000 0.002372467 0.002331000 0.002417 2.297514e-03
213 0.002130000 0.002371904 0.002330811 0.002417 2.306067e-03
214 0.002140000 0.002383372 0.002330675 0.002417 2.314602e-03
215 0.002150000 0.002369775 0.002330478 0.002417 2.323121e-03
216 0.002160000 0.002383926 0.002330345 0.002417 2.331623e-03
217 0.002170000 0.002370184 0.002330154 0.002417 2.340109e-03
218 0.002180000 0.002368520 0.002329959 0.002417 2.348578e-03
219 0.002190000 0.002366385 0.002329756 0.002417 2.357030e-03
220 0.002200000 0.002376106 0.002329585 0.002417 2.365465e-03
221 0.002210000 0.002368183 0.002329391 0.002417 2.373884e-03
222 0.002220000 0.002370003 0.002329208 0.002417 2.382286e-03
223 0.002230000 0.002442858 0.002329346 0.002417 2.390672e-03
224 0.002240000 0.002369710 0.002329161 0.002417 2.399042e-03
225 0.002250000 0.006231607 0.002328982 0.002417 2.407395e-03
226 0.002260000 0.002374700 0.002328825 0.002417 2.415732e-03
227 0.002270000 0.002370682 0.002328651 0.002417 2.424053e-03
228 0.002280000 0.002376446 0.002328499 0.002417 2.432357e-03
229 0.002290000 0.002392775 0.002328418 0.002417 2.440645e-03
230 0.002300000 0.002371239 0.002328248 0.002417 2.448917e-03
231 0.002310000 0.002366833 0.002328064 0.002417 2.457173e-03
232 0.002320000 0.002375278 0.002327918 0.002417 2.465413e-03
233 0.002330000 0.002371387 0.002327756 0.002417 2.473637e-03
234 0.002340000 0.002374910 0.002327609 0.002417 2.481845e-03
235 0.002350000 0.002383092 0.002327492 0.002417 2.490036e-03
236 0.002360000 0.002411926 0.002327503 0.002417 2.498213e-03
237 0.002370000 0.002367787 0.002327331 0.002417 2.506373e-03
238 0.002380000 0.002369942 0.002327169 0.002417 2.514517e-03
239 0.002390000 0.002492085 0.002327508 0.002417 2.522646e-03
240 0.002400000 0.002464629 0.002327734 0.002417 2.530759e-03
241 0.002410000 0.002425646 0.002327796 0.002417 2.538856e-03
242 0.002420000 0.002426406 0.002327854 0.002417 2.546938e-03
243 0.002430000 0.002483084 0.002328124 0.002417 2.555004e-03
244 0.002440000 0.002458398 0.002328324 0.002417 2.563054e-03
245 0.002450000 0.002418987 0.002328361 0.002417 2.571089e-03
246 0.002460000 0.002375192 0.002328195 0.002417 2.579109e-03
247 0.002470000 0.002377185 0.002328065 0.002417 2.587113e-03
248 0.002480000 0.002368239 0.002327897 0.002417 2.595102e-03
249 0.002490000 0.002401042 0.002327858 0.002417 2.603075e-03
250 0.002500000 0.006222078 0.002327714 0.002417 2.611034e-03
251 0.002510000 0.002367807 0.002327550 0.002417 2.618976e-03
252 0.002520000 0.002368810 0.002327390 0.002417 2.626904e-03
253 0.002530000 0.002373056 0.002327247 0.002417 2.634817e-03
254 0.002540000 0.002392156 0.002327106 0.002417 2.642714e-03
255 0.002550000 0.002384103 0.002327007 0.002417 2.650597e-03
256 0.002560000 0.002369489 0.002326843 0.002417 2.658464e-03
257 0.002570000 0.002368734 0.002326690 0.002417 2.666316e-03
258 0.002580000 0.002372162 0.002326552 0.002417 2.674153e-03
259 0.002590000 0.002369369 0.002326404 0.002417 2.681976e-03
260 0.002600000 0.002371479 0.002326263 0.002417 2.689783e-03
261 0.002610000 0.002388889 0.002326144 0.002417 2.697576e-03
262 0.002620000 0.002384343 0.002326052 0.002417 2.705354e-03
263 0.002630000 0.002370197 0.002325898 0.002417 2.713117e-03
264 0.002640000 0.002369582 0.002325755 0.002417 2.720866e-03
265 0.002650000 0.002367262 0.002325606 0.002417 2.728599e-03
266 0.002660000 0.002371767 0.002325474 0.002417 2.736318e-03
267 0.002670000 0.002371304 0.002325340 0.002417 2.744023e-03
268 0.002680000 0.002380763 0.002325238 0.002417 2.751713e-03
269 0.002690000 0.002374876 0.002325105 0.002417 2.759388e-03
270 0.002700000 0.002366788 0.002324958 0.002417 2.767049e-03
271 0.002710000 0.002368663 0.002324820 0.002417 2.774696e-03
272 0.002720000 0.002374355 0.002324704 0.002417 2.782328e-03
273 0.002730000 0.002369613 0.002324571 0.002417 2.789945e-03
274 0.002740000 0.002376170 0.002324458 0.002417 2.797549e-03
275 0.002750000 0.006237198 0.002324388 0.002417 2.805138e-03
276 0.002760000 0.002369407 0.002324254 0.002417 2.812713e-03
277 0.002770000 0.002370205 0.002324127 0.002417 2.820273e-03
278 0.002780000 0.002417076 0.002324130 0.002417 2.827820e-03
279 0.002790000 0.002475602 0.002324194 0.002417 2.835352e-03
280 0.002800000 0.002373716 0.002324078 0.002417 2.842870e-03
281 0.002810000 0.002391528 0.002324025 0.002417 2.850374e-03
282 0.002820000 0.002380381 0.002323936 0.002417 2.857864e-03
283 0.002830000 0.002372099 0.002323819 0.002417 2.865340e-03
284 0.002840000 0.002393854 0.002323778 0.002417 2.872802e-03
285 0.002850000 0.002367939 0.002323648 0.002417 2.880251e-03
286 0.002860000 0.002370668 0.002323525 0.002417 2.887685e-03
287 0.002870000 0.002373525 0.002323414 0.002417 2.895106e-03
288 0.002880000 0.002379586 0.002323322 0.002417 2.902512e-03
289 0.002890000 0.002368036 0.002323196 0.002417 2.909905e-03
290 0.002900000 0.002379557 0.002323110 0.002417 2.917284e-03
291 0.002910000 0.002367884 0.002322984 0.002417 2.924650e-03
292 0.002920000 0.002371613 0.002322873 0.002417 2.932002e-03
293 0.002930000 0.002373416 0.002322766 0.002417 2.939340e-03
294 0.002940000 0.002371007 0.002322653 0.002417 2.946665e-03
295 0.002950000 0.002382632 0.002322577 0.002417 2.953976e-03
296 0.002960000 0.002385408 0.002322514 0.002417 2.961273e-03
297 0.002970000 0.002366175 0.002322387 0.002417 2.968558e-03
298 0.002980000 0.002370622 0.002322267 0.002417 2.975828e-03
299 0.002990000 0.002370249 0.002322156 0.002417 2.983086e-03
300 0.003000000 0.006212646 0.002322076 0.002417 2.990329e-03
301 0.003010000 0.002384416 0.002322007 0.002417 2.997560e-03
302 0.003020000 0.002528664 0.002322420 0.002417 3.004777e-03
303 0.003030000 0.002371192 0.002322312 0.002417 3.011981e-03
304 0.003040000 0.002366843 0.002322192 0.002417 3.019172e-03
305 0.003050000 0.002368631 0.002322077 0.002417 3.026350e-03
306 0.003060000 0.002373291 0.002321968 0.002417 3.033514e-03
307 0.003070000 0.002416227 0.002321982 0.002417 3.040665e-03
308 0.003080000 0.002378614 0.002321897 0.002417 3.047804e-03
309 0.003090000 0.002367434 0.002321781 0.002417 3.054929e-03
310 0.003100000 0.002367165 0.002321666 0.002417 3.062041e-03
311 0.003110000 0.002374144 0.002321573 0.002417 3.069140e-03
312 0.003120000 0.002372305 0.002321474 0.002417 3.076226e-03
313 0.003130000 0.002384809 0.002321407 0.002417 3.083299e-03
314 0.003140000 0.002388225 0.002321355 0.002417 3.090360e-03
315 0.003150000 0.002371540 0.002321253 0.002417 3.097407e-03
316 0.003160000 0.002372335 0.002321158 0.002417 3.104442e-03
317 0.003170000 0.002390695 0.002321121 0.002417 3.111464e-03
318 0.003180000 0.002425480 0.002321192 0.002417 3.118473e-03
319 0.003190000 0.002382813 0.002321118 0.002417 3.125470e-03
320 0.003200000 0.002371320 0.002321017 0.002417 3.132453e-03
321 0.003210000 0.002397769 0.002320995 0.002417 3.139425e-03
322 0.003220000 0.002370449 0.002320894 0.002417 3.146383e-03
323 0.003230000 0.002367060 0.002320786 0.002417 3.153329e-03
324 0.003240000 0.002373931 0.002320699 0.002417 3.160262e-03
325 0.003250000 0.006354003 0.002320635 0.002417 3.167183e-03
326 0.003260000 0.002479122 0.002320810 0.002417 3.174092e-03
327 0.003270000 0.002381390 0.002320744 0.002417 3.180988e-03
328 0.003280000 0.002453897 0.002320901 0.002417 3.187871e-03
329 0.003290000 0.002370933 0.002320794 0.002417 3.194742e-03
330 0.003300000 0.002379492 0.002320725 0.002417 3.201601e-03
331 0.003310000 0.002398268 0.002320700 0.002417 3.208447e-03
332 0.003320000 0.002400143 0.002320630 0.002417 3.215282e-03
333 0.003330000 0.002370983 0.002320534 0.002417 3.222103e-03
334 0.003340000 0.002423238 0.002320596 0.002417 3.228913e-03
335 0.003350000 0.002364981 0.002320486 0.002417 3.235711e-03
336 0.003360000 0.002436427 0.002320587 0.002417 3.242496e-03
337 0.003370000 0.003163818 0.002322798 0.002417 3.249269e-03
338 0.003380000 0.002830416 0.002323936 0.002417 3.256030e-03
339 0.003390000 0.002513214 0.002324245 0.002417 3.262779e-03
340 0.003400000 0.002433839 0.002324320 0.002417 3.269516e-03
341 0.003410000 0.002468301 0.002324497 0.002417 3.276241e-03
342 0.003420000 0.002414882 0.002324508 0.002417 3.282954e-03
343 0.003430000 0.002391505 0.002324458 0.002417 3.289655e-03
344 0.003440000 0.002413826 0.002324435 0.002417 3.296344e-03
345 0.003450000 0.002483103 0.002324552 0.002417 3.303022e-03
346 0.003460000 0.002454092 0.002324612 0.002417 3.309687e-03
347 0.003470000 0.002513898 0.002324913 0.002417 3.316341e-03
348 0.003480000 0.002526079 0.002325245 0.002417 3.322982e-03
349 0.003490000 0.002950107 0.002326785 0.002417 3.329612e-03
350 0.003500000 0.008384116 0.002328823 0.002417 3.336231e-03
351 0.003510000 0.002427444 0.002328863 0.002417 3.342837e-03
352 0.003520000 0.002416004 0.002328875 0.002417 3.349432e-03
353 0.003530000 0.002493001 0.002329099 0.002417 3.356016e-03
354 0.003540000 0.002552097 0.002329492 0.002417 3.362587e-03
355 0.003550000 0.002515833 0.002329781 0.002417 3.369147e-03
356 0.003560000 0.002499018 0.002329997 0.002417 3.375696e-03
357 0.003570000 0.002682231 0.002330730 0.002417 3.382233e-03
358 0.003580000 0.002539956 0.002330982 0.002417 3.388759e-03
359 0.003590000 0.002386893 0.002330910 0.002417 3.395273e-03
360 0.003600000 0.002377570 0.002330813 0.002417 3.401775e-03
361 0.003610000 0.002376913 0.002330716 0.002417 3.408267e-03
362 0.003620000 0.002377636 0.002330606 0.002417 3.414747e-03
363 0.003630000 0.002510194 0.002330750 0.002417 3.421215e-03
364 0.003640000 0.002447716 0.002330838 0.002417 3.427672e-03
365 0.003650000 0.002475716 0.002330995 0.002417 3.434118e-03
366 0.003660000 0.002368473 0.002330875 0.002417 3.440553e-03
367 0.003670000 0.002432343 0.002330923 0.002417 3.446977e-03
368 0.003680000 0.002466331 0.002331066 0.002417 3.453389e-03
369 0.003690000 0.002458777 0.002331191 0.002417 3.459790e-03
370 0.003700000 0.002367398 0.002331070 0.002417 3.466180e-03
371 0.003710000 0.002441216 0.002331141 0.002417 3.472559e-03
372 0.003720000 0.002372426 0.002331031 0.002417 3.478927e-03
373 0.003730000 0.002721401 0.002331852 0.002417 3.485283e-03
374 0.003740000 0.002400558 0.002331815 0.002417 3.491629e-03
375 0.003750000 0.006199877 0.002331700 0.002417 3.497964e-03
376 0.003760000 0.002536725 0.002332019 0.002417 3.504288e-03
377 0.003770000 0.002440221 0.002332085 0.002417 3.510600e-03
378 0.003780000 0.002374455 0.002331981 0.002417 3.516902e-03
379 0.003790000 0.002373114 0.002331875 0.002417 3.523193e-03
380 0.003800000 0.002367758 0.002331756 0.002417 3.529473e-03
381 0.003810000 0.002371881 0.002331647 0.002417 3.535743e-03
382 0.003820000 0.002369280 0.002331533 0.002417 3.542001e-03
383 0.003830000 0.002528641 0.002331827 0.002417 3.548249e-03
384 0.003840000 0.002410927 0.002331818 0.002417 3.554486e-03
385 0.003850000 0.002419239 0.002331813 0.002417 3.560712e-03
386 0.003860000 0.002577144 0.002332224 0.002417 3.566928e-03
387 0.003870000 0.002389982 0.002332158 0.002417 3.573133e-03
388 0.003880000 0.002513760 0.002332303 0.002417 3.579327e-03
389 0.003890000 0.002465287 0.002332435 0.002417 3.585511e-03
390 0.003900000 0.002574135 0.002332726 0.002417 3.591684e-03
391 0.003910000 0.002480692 0.002332892 0.002417 3.597846e-03
392 0.003920000 0.002447562 0.002332967 0.002417 3.603998e-03
393 0.003930000 0.002468763 0.002333082 0.002417 3.610140e-03
394 0.003940000 0.002503143 0.002333305 0.002417 3.616271e-03
395 0.003950000 0.002449989 0.002333394 0.002417 3.622391e-03
396 0.003960000 0.002403457 0.002333353 0.002417 3.628501e-03
397 0.003970000 0.002452949 0.002333443 0.002417 3.634601e-03
398 0.003980000 0.002371237 0.002333333 0.002417 3.640690e-03
399 0.003990000 0.002372410 0.002333222 0.002417 3.646769e-03
400 0.004000000 0.006293864 0.002333171 0.002417 3.652838e-03
401 0.004010000 0.002388143 0.002333103 0.002417 3.658897e-03
402 0.004020000 0.002367989 0.002332987 0.002417 3.664945e-03
403 0.004030000 0.002369799 0.002332877 0.002417 3.670983e-03
404 0.004040000 0.002367168 0.002332761 0.002417 3.677010e-03
405 0.004050000 0.002368494 0.002332649 0.002417 3.683028e-03
406 0.004060000 0.002380950 0.002332568 0.002417 3.689035e-03
407 0.004070000 0.002422078 0.002332587 0.002417 3.695032e-03
408 0.004080000 0.002376048 0.002332494 0.002417 3.701019e-03
409 0.004090000 0.002396413 0.002332438 0.002417 3.706996e-03
410 0.004100000 0.002377781 0.002332333 0.002417 3.712963e-03
411 0.004110000 0.002370872 0.002332229 0.002417 3.718920e-03
412 0.004120000 0.002377815 0.002332142 0.002417 3.724867e-03
413 0.004130000 0.002367340 0.002332031 0.002417 3.730804e-03
414 0.004140000 0.002371560 0.002331930 0.002417 3.736730e-03
415 0.004150000 0.002369929 0.002331825 0.002417 3.742647e-03
416 0.004160000 0.002369003 0.002331713 0.002417 3.748554e-03
417 0.004170000 0.002373020 0.002331617 0.002417 3.754452e-03
418 0.004180000 0.002366020 0.002331505 0.002417 3.760339e-03
419 0.004190000 0.002372858 0.002331410 0.002417 3.766216e-03
420 0.004200000 0.002367627 0.002331303 0.002417 3.772084e-03
421 0.004210000 0.002367791 0.002331197 0.002417 3.777942e-03
